name,location,rate,cost
ThrowBack - Pub & Dine,Langford Town,3.9,1000
Downtown,Residency Road,3.7,1000
The Ritz-Carlton Bar - The Ritz-Carlton,Residency Road,4.0,2000
Slounge - Lemon Tree Premier,Ulsoor,4.0,1500
Bar UNO - JW Marriott Bengaluru,Lavelle Road,3.9,2500
Liquid Lounge - Hyatt Centric MG Road,Ulsoor,4.1,2400
Retro Lounge Bar,Ulsoor,3.8,1400
Hammered,Cunningham Road,4.7,1300
1Q1,Infantry Road,4.3,2500
Plan B,Shanti Nagar,4.2,1200
Skylit - Citrus Hotels,Cunningham Road,4.1,1300
Double Decker,Brigade Road,4.3,1300
Sotally Tober,Residency Road,4.4,1200
SkyDeck By Sherlock's,MG Road,4.2,1500
Bangalore Pub Exchange,MG Road,4.2,1000
Smaaash,MG Road,4.2,1500
Ging - Royal Orchid Central,MG Road,4.4,2000
Fort Kochi,MG Road,4.1,1800
WYT RestroPub,MG Road,2.6,1000
Aqua - The Park Bangalore,MG Road,4.0,3000
White Plate,MG Road,4.2,1500
Arbor Brewing Company,Brigade Road,4.5,2000
The Permit Room,Brigade Road,4.5,1500
Hard Rock Cafe,St. Marks Road,4.5,2500
MISU,St. Marks Road,4.5,1700
Fava,Lavelle Road,4.4,1200
Oh! Calcutta,Church Street,4.5,1200
The Bar Stock Exchange,St. Marks Road,4.2,1300
Sunny's,Lavelle Road,4.1,2100
The Biere Club,Lavelle Road,4.3,1700
RockSalt,St. Marks Road,4.4,1900
Mainland China,Church Street,4.5,1700
Tree Tops Bar & Kitchen,Lavelle Road,4.4,1000
The Barn - Bar & Kitchen,Brigade Road,4.2,1500
Watson's,Ulsoor,4.2,1300
The Spice Bazaar,Lavelle Road,4.2,1000
Easy Tiger,Church Street,4.3,1100
Capri Gastrobar,St. Marks Road,4.3,1200
The Open Box,St. Marks Road,4.2,1400
Russh Gastropub,Church Street,4.2,1100
The Rice Bowl,Lavelle Road,4.3,1300
Carnival de Goa,Ulsoor,4.2,1000
20 Feet High,Church Street,4.0,1000
Copacabana Pub,Ulsoor,,1500
Amber Rush Restobar,Residency Road,4.1,1000
Laughing Llama Gastropub,Brigade Road,4.2,1600
Coconut Grove,Church Street,3.9,1200
Plan B,Brigade Road,4.1,1200
Riwaz - The Ritz-Carlton,Residency Road,4.2,4000
Bootlegger,Lavelle Road,4.1,1200
Pecos Classic,Brigade Road,4.1,1100
The Grill House,Ulsoor,4.1,1200
Guzzlers Inn,Brigade Road,3.9,1100
Chin Lung Resto Bar,Residency Road,4.0,1000
Puran da Dhaba - The Pride Hotel,Richmond Road,4.0,1700
Le Rock,Brigade Road,4.1,2000
Fuel Resto Bar,Richmond Road,4.2,2000
The Lantern Restaurant & Bar - The Ritz-Carlton...,Residency Road,4.3,3500
Tiger Trail - Ramada Hotel,Shivajinagar,4.0,1300
Matsuri - The Chancery Hotel,Lavelle Road,4.4,1800
Chugg,Church Street,4.0,1100
Scottish Pub,St. Marks Road,3.9,600
ThrowBack - Pub & Dine,Langford Town,3.9,1000
South Parade - The Chancery Hotel,Lavelle Road,3.1,1200
Downtown,Residency Road,3.7,1000
Atomic Lab,Lavelle Road,3.5,1800
Retro Lounge Bar,Ulsoor,3.8,1400
Desi Deck,Brigade Road,3.9,1300
Nandhini Paradise,St. Marks Road,3.6,800
Hammered,Cunningham Road,4.7,1300
1Q1,Infantry Road,4.3,2500
Chapter One Bar | Maiin,New BEL Road,4.2,1400
Hunan,New BEL Road,4.0,1100
My Place - Gokulam Grand Hotel & Spa,New BEL Road,4.2,1800
Satrangi,New BEL Road,3.7,900
Truffles,New BEL Road,4.7,900
Hammered,New BEL Road,4.5,1200
Grubbery,New BEL Road,4.1,700
Smally's Resto Cafe,New BEL Road,4.2,650
Burp,New BEL Road,4.0,800
Cafe Mandala,New BEL Road,3.9,600
Onesta,New BEL Road,4.4,600
Plated,New BEL Road,4.1,800
Peppermill Bistro,New BEL Road,4.0,1000
Prana,New BEL Road,4.0,500
Kargeens,New BEL Road,3.9,900
Ember The Calabash,New BEL Road,4.1,800
THE BEL ST.,New BEL Road,3.9,1100
Puff Cafe,New BEL Road,3.7,700
Cafe Coffee Day,New BEL Road,3.2,900
Nomadic Tandoor,New BEL Road,3.7,700
Chaiywaala Da Dhaba,New BEL Road,3.7,250
Cafe Poetry,New BEL Road,3.7,400
Cafe Centralis,New BEL Road,2.8,600
Leon Grill,New BEL Road,4.0,500
Behrouz Biryani,Sahakara Nagar,4.1,650
Smally's Resto Cafe,New BEL Road,4.2,650
Bon Appetit Resto,New BEL Road,3.8,300
Deccan House,New BEL Road,4.0,350
Flavors of North,New BEL Road,3.3,400
New Oottupura Restaurant,New BEL Road,3.5,300
Pot Biryani,New BEL Road,3.8,450
New Agarwal Bhavan,Yeshwantpur,4.1,400
Paradise,New BEL Road,4.0,800
The Good Bowl,Sanjay Nagar,3.8,500
Burger King,New BEL Road,4.0,600
Delhi Mess,New BEL Road,4.1,300
Auntie Fung's,New BEL Road,4.2,600
Mughlai Azam,New BEL Road,4.0,1400
Cafe Nosh,Sahakara Nagar,4.2,500
Onesta,New BEL Road,4.4,600
Faasos,Sahakara Nagar,3.8,500
Mumbai Xpress,New BEL Road,3.7,400
Beijing Bites,New BEL Road,3.8,850
Biriyani Nights,New BEL Road,3.2,500
Hunan King's,Sahakara Nagar,2.9,800
Chaat Street,New BEL Road,4.1,250
Zam Zam Kabab House,Yeshwantpur,3.4,300
Wok Chow,Sanjay Nagar,3.9,300
Casino Hotel,New BEL Road,3.9,500
D-Zaprino,Sanjay Nagar,4.0,400
Just Shawarma,New BEL Road,3.8,300
Akshaya Deluxe,New BEL Road,4.0,500
Lassi Shop,Sahakara Nagar,3.8,100
Thalassery Restaurant,New BEL Road,3.8,600
Grubbery,New BEL Road,4.1,700
Pizza Hut,New BEL Road,3.6,750
KFC,New BEL Road,3.9,400
The Egg Factory,New BEL Road,4.0,750
Calicut Restaurant,Yeshwantpur,3.9,450
Cream Stone,New BEL Road,4.1,500
Chicken County,New BEL Road,3.2,400
Firangi Bake,Sahakara Nagar,3.9,600
The Druid Garden,Sahakara Nagar,4.3,1700
Ovenstory Pizza,Sahakara Nagar,4.0,800
KHOPCHA,Sahakara Nagar,4.0,200
Roy Hotel & Restaurant,New BEL Road,4.0,300
Messy Eats,New BEL Road,3.9,500
Biriyani House,Sahakara Nagar,3.8,600
Shanthi Sagar,New BEL Road,3.9,300
Vinny's,New BEL Road,4.1,700
Polar Bear,New BEL Road,4.1,400
Chung Wah,New BEL Road,4.0,650
Eggstacy,New BEL Road,4.0,500
Prana,New BEL Road,4.0,500
Fresh Veg,New BEL Road,2.7,300
Hammered,New BEL Road,4.5,1200
Kaifu,New BEL Road,4.2,700
Chai Point,New BEL Road,4.0,250
New Shanthi Sagar,Sahakara Nagar,3.2,400
Totaram's Paranthas,New BEL Road,3.5,300
Chetty's Coffee,New BEL Road,3.9,200
Cafe Coffee Day,New BEL Road,3.2,900
Mad Over Fries,New BEL Road,3.4,350
Thanco's Natural Ice Cream,Yeshwantpur,3.8,450
Saha Chowmein,Sahakara Nagar,3.9,700
Drunken Monkey,New BEL Road,4.1,500
Santo's,New BEL Road,3.7,650
Freskka,New BEL Road,4.0,700
Burp,New BEL Road,4.0,800
Bhavani Vada Pav,Yeshwantpur,4.0,150
Kanti Sweets,Sahakara Nagar,4.0,400
Cream Chemistry,Sahakara Nagar,3.9,500
Smoke - The Sizzler House,New BEL Road,4.2,800
Tawa Tandoor,New BEL Road,3.9,700
Ibaco,New BEL Road,3.9,300
Jashn Hyderabadi Bawarchi,New BEL Road,2.9,650
KA 12 - Flavour Of Coorg,New BEL Road,4.0,300
Biriyani Paradise,Yeshwantpur,3.3,450
A2B - Adyar Ananda Bhavan,New BEL Road,3.0,400
Flavours Inn,New BEL Road,3.7,500
Stoned Monkey,New BEL Road,4.0,500
Pizza Stop,New BEL Road,3.1,600
Pavilion Restaurant,Yeshwantpur,4.2,1000
Fish Corner,Yeshwantpur,3.7,400
Truffles,New BEL Road,4.7,900
Havelli - Chairman's Resort,Sahakara Nagar,3.5,1250
AQNI,New BEL Road,3.6,650
McDonald's,New BEL Road,3.9,500
Salaam Sigri Rolls & Kebabs,New BEL Road,3.8,300
Ujwal Restaurant,Sanjay Nagar,3.9,600
Cafe Centralis,New BEL Road,2.8,600
Plated,New BEL Road,4.1,800
Peppermill Bistro,New BEL Road,4.0,1000
Ootada Mane,Yeshwantpur,2.9,600
Cafe Poetry,New BEL Road,3.7,400
Khan Saheb Grills and Rolls,New BEL Road,3.7,400
B1,New BEL Road,3.9,1100
Ember The Calabash,New BEL Road,4.1,800
Nandhana Palace,New BEL Road,4.2,800
Domino's Pizza,New BEL Road,3.9,400
Cafe Mandala,New BEL Road,3.9,600
Cubbonpete Donne Biryani,Sahakara Nagar,3.9,300
Rigan Hyderabadi Bawarchi,New BEL Road,3.6,700
Puff Cafe,New BEL Road,3.7,700
Cafe Rossini,New BEL Road,3.9,700
Shree Mahalakshmi Sweets,Sahakara Nagar,3.6,100
Have More,New BEL Road,3.9,700
Hunan,New BEL Road,4.0,1100
Snow Lion Tibet Kitchen,New BEL Road,3.9,400
Satrangi,New BEL Road,3.7,900
Kargeens,New BEL Road,3.9,900
Brahmins Food Corner,Jalahalli,3.7,400
Oottupura,New BEL Road,2.6,350
Subway,New BEL Road,3.7,500
Prashant Naati Corner,New BEL Road,4.0,400
Absolute Waffles,New BEL Road,3.9,200
Nandhini Deluxe,New BEL Road,3.7,600
Bikaner Sweets,Sahakara Nagar,3.7,150
Lincoln Bistro,New BEL Road,4.3,800
Cheta's Kitchen,Yelahanka,3.9,350
Natural Ice Cream,New BEL Road,4.3,200
THE BEL ST.,New BEL Road,3.9,1100
Black Jack,New BEL Road,3.7,1400
Mexican Burrito,Sahakara Nagar,4.0,450
Chandrappa Hotel,Yeshwantpur,4.2,450
Little Bites,New BEL Road,3.8,400
Nomadic Tandoor,New BEL Road,3.7,700
Lan Thai,New BEL Road,4.0,800
Chaiywaala Da Dhaba,New BEL Road,3.7,250
D'7 Feast Resto Cafe,New BEL Road,4.1,600
Biryani Treats,New BEL Road,2.5,650
Doner Bel,New BEL Road,3.4,400
Mayuri,New BEL Road,2.5,700
Kadamba Gardenia,Jalahalli,3.6,400
Atithi Satkar,Sanjay Nagar,3.7,400
Kusum Rolls,New BEL Road,3.6,300
Hyderabad Biryaani Palace,Sahakara Nagar,3.0,600
BOX8- Desi Meals,New BEL Road,4.4,500
Mojo Pizza - 2X Toppings,New BEL Road,4.2,600
Truffles,New BEL Road,4.7,900
Grubbery,New BEL Road,4.1,700
Corner House Ice Cream,New BEL Road,4.5,400
Cream Stone,New BEL Road,4.1,500
Polar Bear,New BEL Road,4.1,400
The Waffle Yard,New BEL Road,4.2,300
Natural Ice Cream,New BEL Road,4.3,200
Kanti Sweets,New BEL Road,4.0,400
Messy Eats,New BEL Road,3.9,500
Just Bake,New BEL Road,2.6,400
Ibaco,New BEL Road,3.9,300
Keventers,New BEL Road,3.9,400
Absolute Waffles,New BEL Road,3.9,200
Stoned Monkey,New BEL Road,4.0,500
Sri Krishna Bhavan Sweets,Sanjay Nagar,3.9,350
1522 - The Pub,New BEL Road,4.3,1400
Truffles,New BEL Road,4.7,900
Gilly's Restobar,New BEL Road,4.5,1200
Chapter One Bar | Maiin,New BEL Road,4.2,1400
Hammered,New BEL Road,4.5,1200
Auntie Fung's,New BEL Road,4.2,600
The Light House Restaurant,New BEL Road,4.2,500
Chin Lung Resto-Bar,New BEL Road,4.0,1000
Nandhana Palace,New BEL Road,4.2,800
Kaifu,New BEL Road,4.2,700
Paradise,New BEL Road,4.0,800
Sangria Wine Lounge,New BEL Road,4.0,1000
Grubbery,New BEL Road,4.1,700
Have More,New BEL Road,3.9,700
Smally's Resto Cafe,New BEL Road,4.2,650
Hunan,New BEL Road,4.0,1100
Casino Hotel,New BEL Road,3.9,500
Akshaya Deluxe,New BEL Road,4.0,500
Snow Lion Tibet Kitchen,New BEL Road,3.9,400
Burp,New BEL Road,4.0,800
Cafe Mandala,New BEL Road,3.9,600
Tawa Tandoor,New BEL Road,3.9,700
Onesta,New BEL Road,4.4,600
Prashant Naati Corner,New BEL Road,4.0,400
Plated,New BEL Road,4.1,800
Smoke - The Sizzler House,New BEL Road,4.2,800
Mughlai Azam,New BEL Road,4.0,1400
Thalassery Restaurant,New BEL Road,3.8,600
Pizza Hut,New BEL Road,3.6,750
Nandhini Deluxe,New BEL Road,3.7,600
Vinny's,New BEL Road,4.1,700
Chung Wah,New BEL Road,4.0,650
Black Jack,New BEL Road,3.7,1400
Lincoln Bistro,New BEL Road,4.3,800
Peppermill Bistro,New BEL Road,4.0,1000
Prana,New BEL Road,4.0,500
B1,New BEL Road,3.9,1100
Kargeens,New BEL Road,3.9,900
Freskka,New BEL Road,4.0,700
KA 12 - Flavour Of Coorg,New BEL Road,4.0,300
Jashn Hyderabadi Bawarchi,New BEL Road,2.9,650
Ember The Calabash,New BEL Road,4.1,800
THE BEL ST.,New BEL Road,3.9,1100
The Egg Factory,New BEL Road,4.0,750
My Place - Gokulam Grand Hotel & Spa,New BEL Road,4.2,1800
Beijing Bites,New BEL Road,3.6,850
Rigan Hyderabadi Bawarchi,New BEL Road,3.6,700
Lan Thai,New BEL Road,4.0,800
Satrangi,New BEL Road,3.7,900
Puff Cafe,New BEL Road,3.7,700
Chicken County,New BEL Road,3.2,400
Cafe Coffee Day,New BEL Road,3.2,900
Nomadic Tandoor,New BEL Road,3.7,700
Santo's,New BEL Road,3.7,650
Cafe Rossini,New BEL Road,3.9,700
Chaiywaala Da Dhaba,New BEL Road,3.7,250
AQNI,New BEL Road,3.6,650
Cafe Poetry,New BEL Road,3.7,400
D'7 Feast Resto Cafe,New BEL Road,4.1,600
A2B - Adyar Ananda Bhavan,New BEL Road,3.0,400
Cafe Centralis,New BEL Road,2.8,600
Mayuri,New BEL Road,2.5,700
Delhi Mess,New BEL Road,4.1,300
Deccan House,New BEL Road,4.0,350
Leon Grill,New BEL Road,4.0,500
Domino's Pizza,New BEL Road,3.9,400
Polar Bear,New BEL Road,4.1,400
Subway,New BEL Road,3.7,500
The Waffle Yard,New BEL Road,4.2,300
Burger King,New BEL Road,4.0,600
McDonald's,New BEL Road,3.9,500
New Oottupura Restaurant,New BEL Road,3.5,300
Roy Hotel & Restaurant,New BEL Road,4.0,300
Flavours Inn,New BEL Road,3.7,500
Eggstacy,New BEL Road,4.0,500
Pot Biryani,New BEL Road,3.8,450
Oottupura,New BEL Road,2.6,350
Salaam Sigri Rolls & Kebabs,New BEL Road,3.8,300
Just Bake,New BEL Road,2.6,400
Flavors of North,New BEL Road,3.3,400
KFC,New BEL Road,3.9,400
Chaat Street,New BEL Road,4.1,250
Khan Saheb Grills and Rolls,New BEL Road,3.7,400
Mumbai Xpress,New BEL Road,3.7,400
Little Bites,New BEL Road,3.8,400
Pizza Stop,New BEL Road,3.1,600
Chetty's Coffee,New BEL Road,3.9,200
Doner Bel,New BEL Road,3.4,400
Totaram's Paranthas,New BEL Road,3.5,300
Fresh Veg,New BEL Road,2.7,300
Sri Krishna Bhavan Sweets,Sanjay Nagar,3.9,350
Kadamba Gardenia,Jalahalli,3.6,400
Atithi Satkar,Sanjay Nagar,3.7,400
Wok Chow,Sanjay Nagar,3.9,300
Cheta's Kitchen,Yelahanka,3.9,350
Chapter One Bar | Maiin,New BEL Road,4.2,1400
Gilly's Restobar,New BEL Road,4.5,1200
1522 - The Pub,New BEL Road,4.3,1400
Hammered,New BEL Road,4.5,1200
Black Jack,New BEL Road,3.7,1400
B1,New BEL Road,3.9,1100
Gilly's Restobar,New BEL Road,4.5,1200
Chapter One Bar | Maiin,New BEL Road,4.2,1400
1522 - The Pub,New BEL Road,4.3,1400
Hammered,New BEL Road,4.5,1200
Chin Lung Resto-Bar,New BEL Road,4.0,1000
Black Jack,New BEL Road,3.7,1400
B1,New BEL Road,3.9,1100
Big Pitcher,Old Airport Road,4.6,1800
Peacock,Indiranagar,4.0,1200
Ministry of Food - Hilton Bangalore Embassy GolfLinks,Domlur,4.2,3000
Citrus - The Leela Palace,Old Airport Road,4.2,3500
Limelight - Royal Orchid Hotel,Old Airport Road,3.9,2200
20 Char - Sterlings MAC Hotel,Old Airport Road,4.0,1400
Shebestan - Sterlings MAC Hotel,Old Airport Road,4.2,1500
Barbeque Nation,Indiranagar,4.7,1600
LOFT38,Indiranagar,4.3,1900
Little Italy,Indiranagar,4.2,1400
Mainland China,Indiranagar,4.4,1700
Dhaba - Estd 1986 Delhi,Indiranagar,4.4,1500
Urban Tamaasha,Indiranagar,4.1,1200
Pasta Street,Indiranagar,4.5,1300
Oye Amritsar,Indiranagar,3.9,600
Empire Restaurant,Indiranagar,4.1,750
Southindies,Indiranagar,4.0,800
The Kebab Room - Restaurant & Brewery,Indiranagar,4.0,1000
Zaica Dine & Wine,Indiranagar,4.0,1200
Copper Chimney,Indiranagar,4.2,1200
Sidewalk Cafe & Bar - The Paul Bangalore,Domlur,4.2,1500
The Hub & The Bar - Hotel Ramada Encore,Domlur,3.9,1700
The Paramount Hotel,Domlur,2.9,1000
Avanti Indian Barbeque & Grill,Domlur,3.4,1100
House Of Seitan,Indiranagar,4.0,700
Cup Chronicles Cafe,Indiranagar,3.9,450
The Chocolate Heaven,Old Airport Road,3.8,700
Talk Over Table,Jeevan Bhima Nagar,4.0,500
Lavonne,Indiranagar,4.4,800
Smoor,Indiranagar,4.6,900
Ciclo Cafe,Indiranagar,4.3,1000
Lazy Suzy,Indiranagar,4.3,1000
Loveshack,Domlur,4.0,1600
Chai Days,Indiranagar,4.5,200
Bean Flickers,Indiranagar,4.3,700
Tea Brew,Indiranagar,4.1,500
Infinitea Tea Room & Tea Store,Indiranagar,4.3,1000
Waffle Magic,Indiranagar,4.2,700
The Ants Cafe & Store,Indiranagar,3.9,800
Smally's Resto Cafe,Indiranagar,4.1,650
Mama Mia!,Indiranagar,4.3,400
Gobble Up Churros Cafe,Indiranagar,4.3,400
Cafe Braqa,Indiranagar,4.1,700
Chantilly,Indiranagar,4.1,450
Django,Indiranagar,4.0,800
Tata Cha,Indiranagar,3.9,500
Grubhouse,Indiranagar,4.1,800
Eddy's Cafe,Indiranagar,4.1,750
Lakeview Milkbar,Indiranagar,2.9,600
J's Cafe,Indiranagar,3.9,700
Costa Coffee,Indiranagar,3.8,500
Chai Cafe,Indiranagar,3.9,200
Raenss Cafe,Indiranagar,2.4,600
Breadworks,Indiranagar,2.9,500
Cross Roads Cafe,Indiranagar,3.0,500
BOX8- Desi Meals,Old Airport Road,4.3,500
Kerala Pavilion,Domlur,3.9,300
Chai Days,Indiranagar,4.5,200
Shanmukha,Old Airport Road,3.8,800
DinePost9,Marathahalli,3.8,450
FreshMenu,East Bangalore,3.8,450
A 1 Pizza and Food,Old Airport Road,2.8,300
Chandni Chowk 2 Bangalore,Jeevan Bhima Nagar,4.2,400
XO Belgian Waffle,Indiranagar,4.4,400
Dal Roti Sabji,Indiranagar,4.1,150
Red Kitchen,Jeevan Bhima Nagar,3.4,200
Gurukrupa Paratha House,Old Airport Road,3.9,400
Burger King,Indiranagar,4.0,600
Donne Biriyani House,Indiranagar,4.0,300
Empire Restaurant,Indiranagar,4.1,750
Sree Spicy Hub,Jeevan Bhima Nagar,3.9,600
Pathaan Sir,Indiranagar,3.3,250
Zawaa Foods,Old Airport Road,3.4,400
Bharpur Aahar,Jeevan Bhima Nagar,3.9,200
Sri Udupi Park,Indiranagar,4.2,300
Chakum Chukum Calcutta On A Roll,Indiranagar,2.8,400
Kabab Souq,Thippasandra,3.8,400
Chowpatty,Indiranagar,3.9,300
Firangi Bake,Indiranagar,3.9,600
Midnight Mania,Koramangala 6th Block,4.0,700
Lion King,Kaggadasapura,3.8,250
Punjabi Tandoor,Kaggadasapura,3.6,700
Roti Shotti,Jeevan Bhima Nagar,3.8,400
Chakh Le Foods,Jeevan Bhima Nagar,3.4,500
Khan Saheb Grills and Rolls,Indiranagar,4.0,400
Behrouz Biryani,Old Airport Road,4.0,650
Sagar Deluxe,Jeevan Bhima Nagar,3.4,350
The Paramount Hotel,Domlur,2.9,1000
Delite Chaat House,Indiranagar,4.0,300
FoodIshq,Kaggadasapura,4.0,450
Corner House Ice Cream,Indiranagar,4.7,400
Mojo Pizza - 2X Toppings,Old Airport Road,4.2,600
Zaitoon,Old Airport Road,4.3,1000
Leon Grill,Jeevan Bhima Nagar,4.2,500
Warm Oven,Domlur,4.3,500
Kunda Biryani,CV Raman Nagar,3.8,800
Rajdhani Thali Restaurant,Indiranagar,4.0,1000
Motis Kitchen,Thippasandra,4.1,350
Meghana Foods,Indiranagar,4.2,800
Paradise,Indiranagar,4.0,800
Maravanthe,Indiranagar,4.4,1000
VSV Chettinad,Kaggadasapura,3.3,600
New Punjabi Hotel,Old Airport Road,3.2,400
Hongkong Garden,Kaggadasapura,3.9,500
Dindigul Thalappakatti,Indiranagar,4.2,800
KFC,Old Airport Road,3.9,400
Potful,Domlur,4.1,650
Beijing Bites,Jeevan Bhima Nagar,3.2,850
Hyderabad Biryaani House,Old Airport Road,3.9,700
Kya Khaoge,Old Airport Road,3.8,300
Andal Mess,Indiranagar,3.2,300
Bathinda Dine,Indiranagar,4.1,950
Django,Indiranagar,4.0,800
B.M.W - Bhookh Mitaane Wala,Koramangala 1st Block,3.7,500
Donne Biriyani Mane,Indiranagar,3.8,350
Taco Bell,Indiranagar,4.1,600
Bhookha Sher,Old Airport Road,3.2,350
Green Pepper,Jeevan Bhima Nagar,3.9,600
Punjabi's Food Corner,CV Raman Nagar,3.6,250
Hungree Belly,Kaggadasapura,3.9,800
Aathurar,Jeevan Bhima Nagar,3.3,600
Moonlight Kitchens,Old Airport Road,3.9,400
Delhi Highway,Indiranagar,4.4,1500
Pot Biryani,Domlur,3.9,600
Asha Sweets Center,Indiranagar,4.1,200
Plantain Leaf,Thippasandra,3.9,600
Onesta,Indiranagar,4.3,600
Sri Udupi Park,Old Airport Road,3.7,300
Cheesy Juicy Burgers,Indiranagar,3.8,300
Night Food Joint,Marathahalli,2.8,500
Namma Madurai,Kaggadasapura,3.0,200
The Chocolate Heaven,Old Airport Road,3.8,700
Vietnamese Kitchen,Indiranagar,4.1,800
The Charcoal Factory,Koramangala 6th Block,4.1,600
Brownie Heaven,Indiranagar,4.3,300
Chai Point,Indiranagar,4.3,250
Rannaghar,Jeevan Bhima Nagar,3.9,600
Shalimar,Indiranagar,4.0,700
Pizza Hut,Indiranagar,3.7,750
Imperial Restaurant,Indiranagar,3.9,800
PurpleBasil.in,Indiranagar,4.4,500
The Biryanis,Jeevan Bhima Nagar,3.8,500
Kokomo,Koramangala 6th Block,4.0,500
The Fatty Bao - Asian Gastro Bar,Indiranagar,4.6,1200
Coast,Jeevan Bhima Nagar,3.2,750
Feel@Home,Marathahalli,3.6,300
PreRit's Food Factory,Indiranagar,3.7,300
Nite Out,Koramangala 4th Block,4.0,500
Thai Chy,Indiranagar,4.3,1200
Bombay Sandwich Company,Indiranagar,3.0,400
Nando's,Indiranagar,4.3,1200
Indiana Burgers,Domlur,3.2,300
Seafood Place,Indiranagar,4.1,800
The Pizza Bakery,Indiranagar,4.8,1200
Smoke House Deli,Indiranagar,4.6,1600
Bangalore Mandarin,Indiranagar,4.2,1100
Biryani Trip,Indiranagar,4.0,400
Srinidhi Sagar,Old Airport Road,3.9,250
Eatsomnia,Koramangala 1st Block,3.5,500
Smally's Resto Cafe,Indiranagar,4.1,650
Healthie,Indiranagar,3.9,600
Andhra Ruchulu,Old Airport Road,4.0,400
Smoor,Indiranagar,4.6,900
Mota Bawarchi,Indiranagar,3.8,500
Lassi Shop,Jeevan Bhima Nagar,4.0,100
Suryawanshi,Indiranagar,4.1,700
Delicacy,Jeevan Bhima Nagar,3.9,500
The Waffles Hut,Indiranagar,4.0,400
Krispy Kreme,Indiranagar,4.1,300
Subway,CV Raman Nagar,3.6,500
Just Khao Suey,Indiranagar,4.0,600
Mainland China,Indiranagar,4.4,1700
Faasos,Thippasandra,4.1,500
BFC Family Restaurant,Kaggadasapura,3.2,600
Anand Sweets and Savouries,Old Airport Road,4.0,400
Annabell,Indiranagar,4.0,800
Urban Tamaasha,Indiranagar,4.1,1200
Salt Mango Tree,Indiranagar,4.2,800
Burma Burma,Indiranagar,4.7,1500
Pizza Stop,Domlur,3.2,600
Pasta Street,Indiranagar,4.5,1300
Keventers,Indiranagar,4.0,400
Mani's Dum Biryani,Jeevan Bhima Nagar,4.0,750
Kick Out the Jams,Ejipura,4.0,350
Cup Chronicles Cafe,Indiranagar,3.9,450
Crunch Pizzas - Express Delivery,Indiranagar,3.0,500
Tata Cha,Indiranagar,3.9,500
Dhaba - Estd 1986 Delhi,Indiranagar,4.4,1500
Karachi Bakery,Indiranagar,3.9,500
Coastal Delight,Indiranagar,4.1,650
Snacks Joint,Jeevan Bhima Nagar,3.7,150
Le Casse CroÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ»te,Thippasandra,4.4,800
Monkey Bar,Indiranagar,4.3,1400
Little Kolkata,Ejipura,3.9,500
Thunder Fried Chicken,Jeevan Bhima Nagar,3.6,350
Cita Pani,Indiranagar,3.8,350
Mama Mia!,Indiranagar,4.3,400
Glen's Bakehouse,Indiranagar,4.3,600
Not Just Parathas,Kaggadasapura,3.8,500
Roll Er Dokaan,Jeevan Bhima Nagar,3.9,300
Gokul Kuteera,Indiranagar,3.9,650
Gowdru Hotel,Indiranagar,3.9,400
Stoner,Indiranagar,4.4,550
No More Hungry,Jeevan Bhima Nagar,3.3,450
Dhyaana,Indiranagar,4.3,600
Frozen Bottle,Indiranagar,4.1,400
Roll Over,Indiranagar,4.2,500
Cafe Grill,Jeevan Bhima Nagar,4.1,300
Taiki,Indiranagar,4.4,1200
Thai House,Indiranagar,4.2,1500
Bombay Brasserie,Indiranagar,4.4,1800
Ovenstory Pizza,Old Airport Road,4.0,800
Gobble Up Churros Cafe,Indiranagar,4.3,400
Under The Tree,Domlur,3.0,200
Treat,Indiranagar,3.9,800
Aagaman Veg,Indiranagar,4.0,900
Jonah's,Indiranagar,4.1,1100
Crunch Pizzas,Domlur,2.9,600
Tea Brew,Indiranagar,4.1,500
InnerChef,Indiranagar,3.7,500
Bob's Restaurant,Jeevan Bhima Nagar,4.0,500
Hotel Karavali,Jeevan Bhima Nagar,3.7,450
Imli,Indiranagar,3.8,800
Sabari Juice Junction,Jeevan Bhima Nagar,4.1,250
Chung Wah Express,Indiranagar,2.8,600
Mamagoto,Indiranagar,4.4,1600
One Chu Restaurant,Old Airport Road,3.9,600
All Shook Up!,Domlur,3.9,300
Grill Hut,Kaggadasapura,3.6,350
Malabar,Jeevan Bhima Nagar,3.0,400
Mood For Food,Jeevan Bhima Nagar,4.0,800
New Tandoor,CV Raman Nagar,3.5,550
Taza Tawa,Jeevan Bhima Nagar,3.8,550
Cafe Coffee Day,Indiranagar,3.7,900
The Belgian Waffle Co.,Indiranagar,4.0,350
Biggies Burger 'n' More,Indiranagar,4.3,400
Chung's Chinese Corner,Indiranagar,2.7,600
Raat Ki Rani,Jeevan Bhima Nagar,4.3,400
Nizaam's Kaati Rolls & Kebabs,Jeevan Bhima Nagar,3.7,450
Fullyfilled,Indiranagar,4.0,200
Venus Biryani,Domlur,3.1,200
Ibaco,Indiranagar,4.0,300
Kobe Sizzlers,Indiranagar,4.1,1500
Dakshin Biryani & Tiffin,Indiranagar,3.4,550
Mother's Meal,CV Raman Nagar,3.8,200
Asaivam Restaurant,Indiranagar,4.0,750
